Ensemble	Symbol	Chr	Start	End	Type	Length8FeatureCount
ENSG00000122711	SPINK4	chr9	33218365	33248567	protein_coding	651
ENSG00000163946	TASOR	chr3	56620132	56683265	protein_coding	9853
ENSG00000217930	PAM16	chr16	4331549	4355607	protein_coding	2331
ENSG00000261732	LA16c-431H6.6	chr16	1632259	1686715	protein_coding	5326
ENSG00000153930	ANKFN1	chr17	55882301	56517016	protein_coding	13047
ENSG00000144744	UBA3	chr3	69054730	69080408	protein_coding	4106
ENSG00000075188	NUP37	chr12	102073103	102120120	protein_coding	3488
ENSG00000188070	C11orf95	chr11	63759892	63768775	protein_coding	5948
ENSG00000133962	CATSPERB	chr14	91580696	91780707	protein_coding	5635
ENSG00000244306	DUXAP10	chr14	19268853	19337730	transcribed_processed_pseudogene	12311
ENSG00000284690	CD300H	chr17	74560701	74567343	polymorphic_pseudogene	606
ENSG00000279047	CTC-270D5.1	chr5	141046260	141096402	lncRNA	3126
ENSG00000261798	RP1-118J21.25	chr1	39788976	39790171	lncRNA	1196
ENSG00000242673	RN7SL167P	chr11	131004128	131004429	misc_RNA	302
ENSG00000248476	BACH1-IT1	chr21	29351634	29361894	lncRNA	821
ENSG00000242247	ARFGAP3	chr22	42796502	42858106	protein_coding	3273
ENSG00000183535	COL18A1-AS1	chr21	45419716	45425070	lncRNA	3455
ENSG00000250594	RNF14P2	chr4	110264865	110265017	processed_pseudogene	153
ENSG00000274102	OR4M2	chr15	22070241	22083221	protein_coding	1360
ENSG00000285587	RP11-506P9.1	chr10	116274270	116281071	lncRNA	2848
ENSG00000287224	RP11-430G17.5	chr1	61588049	61589904	lncRNA	1416
ENSG00000224670	AC068135.1	chr2	194027919	194028164	processed_pseudogene	246
ENSG00000273344	PAXIP1-DT	chr7	155003448	155005703	lncRNA	2256
ENSG00000236348	PSMC1P10	chr2	17385091	17386417	processed_pseudogene	1327
ENSG00000226573	CTA-85E5.7	chr22	30105094	30105408	processed_pseudogene	315
ENSG00000148362	PAXX	chr9	136992422	136993984	protein_coding	1363
ENSG00000276900	RP11-467L13.7	chr12	31729117	31731204	lncRNA	2088
ENSG00000092009	CMA1	chr14	24505353	24508265	protein_coding	937
ENSG00000206754	SNORD101	chr6	132815307	132815379	snoRNA	73
ENSG00000199051	MIR361	chrX	85903636	85903707	miRNA	72
ENSG00000023697	DERA	chr12	15911302	16037381	protein_coding	2813
ENSG00000237312	RP11-475C16.2	chr6	153304595	153427154	lncRNA	1023
ENSG00000232039	DEFT1P2	chr8	7006293	7007389	unprocessed_pseudogene	421
ENSG00000126821	SGPP1	chr14	63684216	63728065	protein_coding	3336
ENSG00000230947	AP000356.2	chr22	24598054	24599398	lncRNA	364
ENSG00000278949	RP11-46H11.11	chr12	132865855	132867958	TEC	2104
ENSG00000093009	CDC45	chr22	19479457	19520612	protein_coding	2978
ENSG00000123136	DDX39A	chr19	14408798	14419383	protein_coding	3861
ENSG00000206710	RNU6-147P	chr20	49972106	49972212	snRNA	107
ENSG00000235173	HGH1	chr8	144137774	144140851	protein_coding	2817
ENSG00000233673	ANAPC1P1	chr2	86861825	86912978	transcribed_unprocessed_pseudogene	2553
ENSG00000268108	CTB-60B18.12	chr19	49060613	49061132	lncRNA	520
ENSG00000239942	RN7SL394P	chr10	67825310	67825600	misc_RNA	291
ENSG00000188157	AGRN	chr1	1020120	1056118	protein_coding	10761
ENSG00000236897	AC113331.9	chr11	5106062	5107530	lncRNA	869
ENSG00000141562	NARF	chr17	82458180	82490537	protein_coding	7919
ENSG00000226814	RP3-419C19.2	chr1	192800571	192801141	processed_pseudogene	571
ENSG00000211967	IGHV3-53	chr14	106592676	106593347	IG_V_gene	571
ENSG00000200113	ENSG10010140082.1	chr7	37419628	37419767	snoRNA	140
ENSG00000203395	AC015969.3	chr2	68361214	68365584	lncRNA	1416
ENSG00000214045	IMPDH1P2	chrX	40359183	40360726	processed_pseudogene	1544
ENSG00000269776	DPPA5P1	chr19	52425863	52426202	processed_pseudogene	340
ENSG00000253942	KB-1410C5.1	chr8	101223941	101224573	processed_pseudogene	633
ENSG00000240180	RPL12P28	chr10	5861805	5862594	processed_pseudogene	489
ENSG00000172186	HMGN1P35	chrX	69174124	69174717	processed_pseudogene	594
ENSG00000226063	AC009531.2	chr7	35258381	35259729	lncRNA	580
ENSG00000225719	NMNAT1P2	chr1	164343005	164343864	processed_pseudogene	860
ENSG00000250750	OR5BM1P	chr3	98053374	98053739	unprocessed_pseudogene	366
ENSG00000213529	RPL32P22	chr9	112362714	112363116	processed_pseudogene	403
ENSG00000266719	MIR4676	chr10	72721029	72721100	miRNA	72
ENSG00000213363	RPS3P6	chr12	62021570	62022174	processed_pseudogene	605
ENSG00000259252	AC011648.1	chr15	70195638	70198509	lncRNA	569
ENSG00000204580	DDR1	chr6	30876421	30900156	protein_coding	9122
ENSG00000253775	AC100802.3	chr8	20079114	20124857	lncRNA	1963
ENSG00000287179	CTC-531G16.1	chr5	63569419	63571617	lncRNA	892
ENSG00000232192	KIF26B-AS1	chr1	245206444	245234501	lncRNA	810
ENSG00000226700	MTND4P25	chr2	82814984	82815516	processed_pseudogene	533
ENSG00000233308	OSTN-AS1	chr3	191213291	191234605	lncRNA	865
ENSG00000115368	WDR75	chr2	189441446	189475552	protein_coding	5040
ENSG00000275756	RP11-100G15.12	chr9	92104425	92105451	processed_pseudogene	1027
ENSG00000164325	TMEM174	chr5	73173193	73175143	protein_coding	1761
ENSG00000122180	MYOG	chr1	203083129	203086012	protein_coding	1507
ENSG00000253979	RP11-443C10.2	chr5	179377505	179378865	lncRNA	360
ENSG00000173578	XCR1	chr3	46016990	46085825	protein_coding	5697
ENSG00000130182	ZSCAN10	chr16	3088890	3099295	protein_coding	3297
ENSG00000234981	RP11-534L20.4	chr1	206528915	206529706	processed_pseudogene	792
ENSG00000204595	DPRX	chr19	53632056	53637009	protein_coding	648
ENSG00000222210	RN7SKP65	chr12	57977965	57978277	misc_RNA	313
ENSG00000257645	RP11-804F13.2	chr12	38532895	38533050	processed_pseudogene	156
ENSG00000205959	RP11-689P11.2	chr4	8482270	8516759	lncRNA	4513
ENSG00000232115	RP11-123G9.1	chr10	58106423	58106879	processed_pseudogene	457
ENSG00000266283	RP11-627G18.1	chr18	22200619	22205229	lncRNA	770
ENSG00000270181	BIVM-ERCC5	chr13	102799110	102875994	protein_coding	5709
ENSG00000106261	ZKSCAN1	chr7	100015572	100041689	protein_coding	10319
ENSG00000225427	LINC00331	chr13	78786272	78840051	lncRNA	1822
ENSG00000267218	AC005336.5	chr19	15902300	15903238	processed_pseudogene	939
ENSG00000077147	TM9SF3	chr10	96518110	96587452	protein_coding	7494
ENSG00000202395	RN7SKP1	chr13	37166352	37166658	misc_RNA	307
ENSG00000262943	ALOX12P2	chr17	6853861	6954107	transcribed_unprocessed_pseudogene	5655
ENSG00000250971	RP11-696F12.1	chr4	187005944	187060930	lncRNA	1618
ENSG00000270996	RP11-342K6.4	chr2	75719120	75720018	lncRNA	899
ENSG00000206999	RNU6-622P	chr1	75183045	75183147	snRNA	103
ENSG00000274691	RP11-310E22.6	chr10	95173085	95173187	unprocessed_pseudogene	103
ENSG00000130176	CNN1	chr19	11538767	11550323	protein_coding	2837
ENSG00000237976	RFX5-AS1	chr1	151346967	151348027	lncRNA	618
ENSG00000179632	MAF1	chr8	144104461	144107611	protein_coding	2415
ENSG00000154845	PPP4R1	chr18	9546791	9615240	protein_coding	8131
ENSG00000257067	LINC02703	chr11	115920248	115943181	lncRNA	1371
ENSG00000168685	IL7R	chr5	35852695	35879603	protein_coding	6020
ENSG00000235703	LINC00894	chrX	149938613	150224580	lncRNA	9019
ENSG00000250501	RP11-98O2.1	chr4	138773537	138803567	lncRNA	2894
ENSG00000270133	CTC-303L1.2	chr5	94611906	94618122	lncRNA	409
ENSG00000243799	PEX5L-AS1	chr3	179875376	179881609	lncRNA	827
ENSG00000215893	RPL23AP17	chr1	41098638	41099136	processed_pseudogene	499
ENSG00000100216	TOMM22	chr22	38681957	38685421	protein_coding	2182
ENSG00000252713	RNU6-1198P	chr7	73507208	73507274	snRNA	67
ENSG00000274280	MIR6069	chr22	35336721	35336799	miRNA	79
ENSG00000262482	LA16c-321D4.2	chr16	2939714	2954276	lncRNA	510
ENSG00000221036	MIR1193	chr14	101030052	101030129	miRNA	78
ENSG00000221710	MIR1298	chrX	114715233	114715344	miRNA	112
ENSG00000258886	HIGD1AP17	chr14	30964347	30964622	processed_pseudogene	276
ENSG00000218490	FCF1P10	chr6	113010937	113011415	processed_pseudogene	479
ENSG00000217228	GSTA12P	chr6	52765280	52778347	unprocessed_pseudogene	508
ENSG00000258842	RP11-355I22.5	chr14	62069518	62081154	lncRNA	322
ENSG00000277662	RP11-74J13.9	chr13	41229180	41229676	lncRNA	497
ENSG00000281087	RP11-983G14.3	chr15	21709649	21710270	processed_pseudogene	622
ENSG00000169288	MRPL1	chr4	77862830	77952785	protein_coding	1628
ENSG00000172146	OR1A1	chr17	3207539	3218896	protein_coding	6889
ENSG00000187860	CCDC157	chr22	30356635	30378673	protein_coding	6601
ENSG00000135424	ITGA7	chr12	55684568	55716043	protein_coding	6379
ENSG00000255170	RP11-313I2.6	chr11	89764884	89765138	processed_pseudogene	255
ENSG00000255552	LY6G6E	chr6	31711771	31714065	protein_coding	1104
ENSG00000286796	RP11-339H12.1	chr2	43128819	43131999	lncRNA	2460
ENSG00000250786	SNHG18	chr5	9546200	9550609	lncRNA	1951
ENSG00000059691	GATB	chr4	151670504	151761007	protein_coding	11741
ENSG00000226140	LINC02654	chr10	16276871	16295858	lncRNA	2547
ENSG00000223479	LINC02238	chr1	73635216	73715214	lncRNA	819
ENSG00000270318	IGHV3OR16-11	chr16	33858896	33859352	IG_V_pseudogene	349
ENSG00000286519	RP11-421J10.1	chr2	45173722	45175935	lncRNA	1268
ENSG00000274717	RP1-47A17.1	chr22	42791814	42794313	processed_pseudogene	1596
ENSG00000252987	RNA5SP66	chr1	169067264	169067364	rRNA_pseudogene	101
ENSG00000251360	KHDC1P1	chr6	73209083	73210080	transcribed_unprocessed_pseudogene	508
ENSG00000287350	RP11-433J8.3	chr14	96663791	96681827	lncRNA	1694
ENSG00000273483	RP4-671G15.2	chr1	112517799	112518441	lncRNA	643
ENSG00000235154	CTA-280A3__B.2	chr22	48044710	48048549	lncRNA	372
ENSG00000265520	MIR548V	chr8	17681578	17681657	miRNA	80
ENSG00000136750	GAD2	chr10	26216665	26304558	protein_coding	5890
ENSG00000222520	RNA5SP451	chr18	21928985	21929094	rRNA_pseudogene	110
ENSG00000142512	SIGLEC10	chr19	51410020	51417803	protein_coding	3668
ENSG00000232142	RPS25P9	chr10	70198988	70199239	processed_pseudogene	252
ENSG00000248305	RP11-310A13.2	chr4	138481255	138482096	processed_pseudogene	842
ENSG00000272558	U91328.21	chr6	25983812	25999167	lncRNA	354
ENSG00000267541	MTCO2P2	chr18	47853233	47853457	processed_pseudogene	225
ENSG00000065717	TLE2	chr19	2997639	3047635	protein_coding	4150
ENSG00000222111	RN7SKP148	chr5	175628188	175628462	misc_RNA	275
ENSG00000174132	FAM174A	chr5	100535374	100586741	protein_coding	1347
ENSG00000266013	LINC02079	chr17	39026715	39027110	lncRNA	294
ENSG00000270904	ATP6V1G1P5	chr5	151319422	151319776	processed_pseudogene	355
ENSG00000161958	FGF11	chr17	7438273	7444937	protein_coding	5080
ENSG00000231808	LINC01388	chr9	112713	113754	lncRNA	416
ENSG00000237568	RP4-620F22.2	chr1	89260582	89269754	lncRNA	324
ENSG00000226041	AC010745.1	chr2	16202430	16204226	lncRNA	637
ENSG00000247627	MTND4P12	chr5	134926660	134928036	processed_pseudogene	1377
ENSG00000229336	SREK1IP1P1	chr21	19739709	19740150	processed_pseudogene	442
ENSG00000249347	RP11-747H12.4	chr4	8990455	8990806	processed_pseudogene	352
ENSG00000286623	RP11-523H20.6	chr2	74415422	74416781	lncRNA	1360
ENSG00000228801	RP11-110G21.1	chr8	51899268	51949874	lncRNA	4813
ENSG00000213461	RPL32P15	chr6	41308166	41308565	processed_pseudogene	400
ENSG00000230635	CYP4F60P	chr9	42950566	42951630	unprocessed_pseudogene	549
ENSG00000279144	RP11-894J14.2	chr3	52848085	52848553	TEC	469
ENSG00000168175	MAPK1IP1L	chr14	55051647	55070194	protein_coding	6974
ENSG00000224064	RPL32P6	chr1	26983628	26984024	processed_pseudogene	397
ENSG00000215704	CELA2B	chr1	15465909	15491395	protein_coding	1449
ENSG00000260616	RP11-327F22.4	chr16	50783859	50803338	lncRNA	814
ENSG00000171557	FGG	chr4	154604134	154612967	protein_coding	3600
ENSG00000278057	TEX28	chrX	154271265	154295853	protein_coding	1862
ENSG00000279118	RP11-517I3.2	chr5	126496279	126498604	TEC	2326
ENSG00000236701	RP11-549A6.1	chr9	73648828	73649839	processed_pseudogene	1012
ENSG00000238590	RNU7-54P	chr7	128443449	128443510	snRNA	62
ENSG00000232714	MTND3P8	chr1	235541759	235542097	processed_pseudogene	339
ENSG00000280166	RP11-354E23.3	chr10	72730557	72731175	TEC	619
ENSG00000284663	RP11-419I17.3	chr8	12607291	12607509	transcribed_unprocessed_pseudogene	219
ENSG00000131015	ULBP2	chr6	149942014	149949235	protein_coding	1335
ENSG00000213309	RPL9P18	chr6	63615827	63616361	processed_pseudogene	535
ENSG00000157093	LYZL4	chr3	42397083	42410610	protein_coding	1018
ENSG00000252462	RNU6-113P	chr21	17431547	17431647	snRNA	101
ENSG00000111490	TBC1D30	chr12	64759484	64881033	protein_coding	9877
ENSG00000274529	SEBOX	chr17	28364268	28365244	protein_coding	666
ENSG00000227942	FRMD8P1	chrX	65550898	65552421	processed_pseudogene	1524
ENSG00000234207	LINC01830	chr2	22377594	22482004	lncRNA	569
ENSG00000234793	AC114730.7	chr2	241754793	241755740	lncRNA	668
ENSG00000254324	MIR151A	chr8	140732564	140732653	miRNA	90
ENSG00000253669	GASAL1	chr8	102805517	102810039	lncRNA	3143
ENSG00000234667	ACTL11P	chr3	49873347	49877305	unitary_pseudogene	3959
ENSG00000285115	RP11-349F12.4	chr9	113060086	113060507	unprocessed_pseudogene	422
ENSG00000260260	SNHG19	chr16	2154797	2155358	lncRNA	342
ENSG00000287707	RP11-155D18.17	chr3	51927071	51932483	lncRNA	4066
ENSG00000229842	MTATP6P13	chr1	93925406	93926072	unprocessed_pseudogene	667
ENSG00000231128	RP5-1073O3.2	chr1	113812379	113870159	lncRNA	1582
ENSG00000171483	SSX6P	chrX	48107992	48120210	transcribed_unprocessed_pseudogene	1869
ENSG00000229786	SNRPFP2	chr1	25887360	25887610	processed_pseudogene	251
ENSG00000267309	ZNF566-AS1	chr19	36489649	36491040	lncRNA	1392
ENSG00000232548	LINC01809	chr2	83522814	83523502	lncRNA	303
ENSG00000141552	ANAPC11	chr17	81890790	81900991	protein_coding	4027
ENSG00000166833	NAV2	chr11	19350724	20121601	protein_coding	15174
ENSG00000252291	ENSG10010139407.1	chrX	6061644	6061749	snoRNA	106
ENSG00000253920	IGLV3-31	chr22	22604445	22605165	IG_V_pseudogene	297
ENSG00000160284	SPATC1L	chr21	46161148	46184476	protein_coding	2333
ENSG00000266291	MIR3180-3	chr16	18402178	18402271	miRNA	94
ENSG00000249471	ZNF324B	chr19	58451611	58457833	protein_coding	4035
ENSG00000243775	OSTCP1	chr6	158841117	158857632	transcribed_processed_pseudogene	1226
ENSG00000271966	ARFGEF1-DT	chr8	67343975	67345087	lncRNA	1113
ENSG00000236576	RP11-22B10.3	chrX	51856968	51858066	processed_pseudogene	1099
ENSG00000229567	RP4-717I23.2	chr1	93278961	93279129	processed_pseudogene	169
ENSG00000270497	RP1-290F12.3	chrX	53065053	53065548	processed_pseudogene	496
ENSG00000272968	RBAK-RBAKDN	chr7	4983718	5073221	protein_coding	1049
ENSG00000213448	RPS23P2	chr4	137448087	137448501	processed_pseudogene	415
ENSG00000262769	RP11-1113L8.1	chr17	19560111	19597922	lncRNA	730
ENSG00000242220	TCP10L	chr21	32497967	32587373	protein_coding	11573
ENSG00000129993	CBFA2T3	chr16	88874858	88977207	protein_coding	5975
ENSG00000238842	RNU7-106P	chr12	80068691	80068757	snRNA	67
ENSG00000280283	CTA-481E9.2	chr16	17961597	17962370	TEC	774
ENSG00000023734	STRAP	chr12	15882387	15903478	protein_coding	2215
ENSG00000254141	RP11-642D21.1	chr8	105669991	105679031	lncRNA	716
ENSG00000239969	RP11-163E9.2	chr7	102364162	102380633	transcribed_unprocessed_pseudogene	665
ENSG00000225650	EIF2S2P5	chr1	114468315	114469282	processed_pseudogene	968
ENSG00000287497	RP1-80N2.5	chr6	6710891	6713970	lncRNA	437
ENSG00000150753	CCT5	chr5	10249929	10266389	protein_coding	5638
ENSG00000211454	AKR7L	chr1	19265982	19274194	polymorphic_pseudogene	2768
ENSG00000121594	CD80	chr3	119524293	119559614	protein_coding	3213
ENSG00000268839	CTD-3073N11.7	chr19	51505059	51505362	unprocessed_pseudogene	304
ENSG00000230000	RP5-905H7.11	chr7	63348861	63351774	lncRNA	2914
ENSG00000249311	TERF1P3	chr4	136355110	136356336	processed_pseudogene	1227
ENSG00000258659	TRIM34	chr11	5619764	5644398	protein_coding	2672
ENSG00000166275	BORCS7	chr10	102854259	102864961	protein_coding	2672
ENSG00000151224	MAT1A	chr10	80271820	80289658	protein_coding	3664
ENSG00000264212	RP11-94B19.3	chr18	76256891	76258337	lncRNA	922
ENSG00000160838	LRRC71	chr1	156920632	156933094	protein_coding	2649
ENSG00000096872	IFT74	chr9	26947039	27066134	protein_coding	7277
ENSG00000160007	ARHGAP35	chr19	46860997	47005077	protein_coding	11646
ENSG00000233213	KCNJ6-AS1	chr21	37717102	37719569	lncRNA	357
ENSG00000284144	MIR6866	chr17	40161933	40162001	miRNA	69
ENSG00000134007	ADAM20	chr14	70522358	70535015	protein_coding	2795
ENSG00000223709	TRIM64EP	chr11	90057605	90062999	unprocessed_pseudogene	1330
ENSG00000255874	PRECSIT	chr13	110863987	110870251	lncRNA	6265
ENSG00000268100	ZNF725P	chr19	23492428	23512656	unprocessed_pseudogene	1632
ENSG00000215540	RBMY2CP	chrY	23537308	23546942	transcribed_processed_pseudogene	1157
ENSG00000259963	RP11-185J20.2	chr16	6721786	6721960	processed_pseudogene	175
ENSG00000230123	DLEC1P1	chr3	38325237	38329070	unprocessed_pseudogene	576
ENSG00000248633	WRBP1	chr4	112693459	112693792	transcribed_processed_pseudogene	334
ENSG00000276520	WI2-2118C23.2	chr1	248708202	248708641	processed_pseudogene	440
ENSG00000280767	RP13-465B17.5	chrY	419157	421980	lncRNA	515
ENSG00000230158	MTND1P28	chr2	117023918	117024867	unprocessed_pseudogene	950
ENSG00000106006	HOXA6	chr7	27145396	27150603	protein_coding	1285
ENSG00000223719	AC024162.2	chr3	6692319	6693088	processed_pseudogene	432
ENSG00000105647	PIK3R2	chr19	18153163	18170532	protein_coding	5163
ENSG00000237669	HCG4P3	chr6	30006121	30007116	unprocessed_pseudogene	996
ENSG00000236930	SDHDP4	chr3	45883640	45884113	processed_pseudogene	474
ENSG00000141522	ARHGDIA	chr17	81867721	81871378	protein_coding	2875
ENSG00000207180	RNU6-411P	chr6	71182612	71182718	snRNA	107
ENSG00000279568	RP11-20I23.5	chr16	2575628	2577373	TEC	1746
ENSG00000234944	LINC02623	chr10	42871521	42874060	lncRNA	1714
ENSG00000111788	RP11-22B23.1	chr12	9277235	9313241	unprocessed_pseudogene	3158
ENSG00000142408	CACNG8	chr19	53962937	53990215	protein_coding	8850
ENSG00000261583	CTD-2385L22.1	chr16	23711990	23712793	lncRNA	534
ENSG00000133246	PRAM1	chr19	8490056	8502640	protein_coding	3291
ENSG00000243449	C4orf48	chr4	2041995	2043964	protein_coding	532
ENSG00000256172	LINC02420	chr12	67440998	67442559	lncRNA	741
ENSG00000236920	RP11-111D3.2	chr6	98210020	98214683	lncRNA	771
ENSG00000179262	RAD23A	chr19	12945855	12953642	protein_coding	2547
ENSG00000265675	RN7SL708P	chr19	49081332	49081630	misc_RNA	299
ENSG00000148482	SLC39A12	chr10	17951839	18043292	protein_coding	2808
ENSG00000227295	ELL2P1	chr1	158175850	158177755	processed_pseudogene	1906
ENSG00000264391	RN7SL208P	chr5	76836900	76837195	misc_RNA	296
ENSG00000109208	SMR3A	chr4	70360760	70367158	protein_coding	666
ENSG00000221783	MIR1183	chr7	21471058	21471146	miRNA	89
ENSG00000233843	CYCSP48	chrY	26400611	26401230	processed_pseudogene	323
ENSG00000221355	MIR1288	chr17	16282014	16282088	miRNA	75
ENSG00000278925	AC005753.1	chr5	141825708	141826325	lncRNA	618
ENSG00000253561	CTD-2588J1.1	chr8	133771409	133814537	lncRNA	566
ENSG00000214433	GOLGA2P8	chr15	90291962	90295683	transcribed_unprocessed_pseudogene	779
ENSG00000130826	DKC1	chrX	154762742	154777689	protein_coding	4203
ENSG00000284029	MIR6805	chr19	55388181	55388242	miRNA	62
ENSG00000264243	RP11-6N17.1	chr17	47863342	47865190	lncRNA	816
ENSG00000226647	RP11-336A10.2	chr10	5712174	5744067	lncRNA	1412
ENSG00000231626	AC013402.4	chr2	104580821	104581890	lncRNA	437
ENSG00000229978	PRAMEF36P	chr1	13128818	13131615	transcribed_unprocessed_pseudogene	1452
ENSG00000260158	RP11-67H24.2	chr16	32809556	32824645	lncRNA	601
ENSG00000270008	RP11-298P3.4	chr13	32425358	32432954	lncRNA	764
ENSG00000265069	RP11-781P6.1	chr18	6954677	6957419	lncRNA	2295
ENSG00000230495	RP11-462D18.2	chr20	17599255	17599807	processed_pseudogene	553
ENSG00000242456	MTCO3P38	chr3	166161203	166161968	processed_pseudogene	766
ENSG00000268620	AC078899.4	chr19	20249052	20250295	unprocessed_pseudogene	212
ENSG00000278672	MIR8059	chr17	50768650	50768730	miRNA	81
ENSG00000166130	IKBIP	chr12	98613405	98645113	protein_coding	4163
ENSG00000273618	RP11-66N24.7	chr14	23530682	23532367	lncRNA	1686
ENSG00000260605	RP11-883G14.3	chr16	51035118	51038764	lncRNA	584
ENSG00000226878	GSTM3P2	chr2	159056005	159056859	processed_pseudogene	530
ENSG00000173264	GPR137	chr11	64270062	64289500	protein_coding	4042
ENSG00000162571	TTLL10	chr1	1173880	1197936	protein_coding	3998
ENSG00000287049	RP11-27M15.2	chr2	240558089	240558925	lncRNA	837
ENSG00000183484	GPR132	chr14	105049395	105065445	protein_coding	4194
ENSG00000272953	RP11-1275H24.2	chr7	5425770	5426401	lncRNA	632
ENSG00000083099	LYRM2	chr6	89568144	89638749	protein_coding	8675
ENSG00000230092	RP11-206L10.8	chr1	800879	817712	transcribed_unprocessed_pseudogene	872
ENSG00000285692	RP11-793H13.14	chr12	53531752	53621218	lncRNA	867
ENSG00000228695	CES1P1	chr16	55760566	55793960	transcribed_unprocessed_pseudogene	3195
ENSG00000255337	RP11-315O6.1	chr11	102452919	102462008	lncRNA	692
ENSG00000229862	RP11-505P4.7	chr6	73523618	73570596	lncRNA	804
ENSG00000162521	RBBP4	chr1	32651142	32686211	protein_coding	9470
ENSG00000168894	RNF181	chr2	85595725	85597708	protein_coding	1315
ENSG00000230799	RPS2P16	chr2	201762737	201763573	processed_pseudogene	837
ENSG00000254351	ARL2BPP5	chr5	162761833	162762313	processed_pseudogene	481
ENSG00000269210	RP11-173C1.1	chr2	38959287	38960342	lncRNA	1056
ENSG00000075702	WDR62	chr19	36054649	36105108	protein_coding	12217
ENSG00000243378	RP11-646E18.3	chr3	182691928	182692285	processed_pseudogene	358
ENSG00000211780	TRAV6	chr14	21768489	21769080	TR_V_gene	404
ENSG00000154309	DISP1	chr1	222815022	223005995	protein_coding	13030
ENSG00000063241	ISOC2	chr19	55452985	55462343	protein_coding	4408
ENSG00000136939	OR1L4	chr9	122723990	122724925	protein_coding	936
ENSG00000107443	CCNJ	chr10	96043394	96060870	protein_coding	4148
ENSG00000225797	UBDP1	chr6	29464596	29469806	unprocessed_pseudogene	382
ENSG00000285554	CH17-67K23.2	chr1	150173049	150181429	lncRNA	1155
ENSG00000224799	RP11-445O16.3	chrX	56973510	56974796	lncRNA	644
ENSG00000200367	SNORD113-8	chr14	100943451	100943524	snoRNA	74
ENSG00000102078	SLC25A14	chrX	130339888	130373361	protein_coding	3009
ENSG00000207927	MIR302A	chr4	112648183	112648251	miRNA	69
ENSG00000089101	CFAP61	chr20	20052514	20360703	protein_coding	7915
ENSG00000128872	TMOD2	chr15	51751597	51816363	protein_coding	11595
ENSG00000108771	DHX58	chr17	42101404	42112714	protein_coding	3824
ENSG00000232710	RP4-669P10.16	chr22	42136433	42139927	lncRNA	667
ENSG00000260405	CTD-2576D5.2	chr16	17096202	17096421	processed_pseudogene	220
ENSG00000202468	RNU4-17P	chr18	60163567	60163707	snRNA	141
ENSG00000196800	SPINK14	chr5	148169733	148175398	protein_coding	294
ENSG00000225394	AC106883.1	chr2	194454581	194455142	processed_pseudogene	562
ENSG00000244196	PPIAP15	chr3	109471329	109471812	processed_pseudogene	484
ENSG00000225027	IFNWP4	chr9	21106543	21106836	processed_pseudogene	294
ENSG00000286740	RP5-986I17.3	chr20	9562941	9571257	lncRNA	540
ENSG00000260126	RP11-14N9.2	chr16	16499533	16664135	lncRNA	1014
ENSG00000225240	AC117490.2	chr3	196452996	196453055	unprocessed_pseudogene	60
ENSG00000232926	AC000078.5	chr22	19887289	19887970	processed_pseudogene	682
ENSG00000253342	RP11-219J21.2	chr8	25776679	25777456	lncRNA	465
ENSG00000276508	CTD-3194G12.1	chr17	36684754	36685129	lncRNA	376
ENSG00000249464	LINC01091	chr4	123539026	123962698	lncRNA	14337
ENSG00000211873	TRAJ16	chr14	22528527	22528586	TR_J_gene	60
ENSG00000151876	FBXO4	chr5	41925254	41941743	protein_coding	3014
ENSG00000244286	ITGB5-AS1	chr3	124781155	124787757	lncRNA	460
ENSG00000199638	RNA5SP319	chr10	68461407	68461525	rRNA_pseudogene	119
ENSG00000255289	RP11-91I20.1	chr8	60660820	60664530	lncRNA	529
ENSG00000233978	LINC02590	chr2	43041193	43043782	lncRNA	569
ENSG00000287805	RP11-255E6.7	chr3	113986835	113992113	lncRNA	262
ENSG00000183779	ZNF703	chr8	37695782	37700019	protein_coding	3316
ENSG00000226426	RP11-174J11.1	chr10	64036345	64037280	lncRNA	622
ENSG00000255031	RP11-802E16.3	chr11	68050740	68053762	lncRNA	1209
ENSG00000258922	CTD-2313J17.1	chr15	92805770	92808567	lncRNA	464
ENSG00000229971	RP5-1119A7.10	chr22	36552165	36552700	lncRNA	405
ENSG00000256590	TRDV3	chr14	22469041	22469698	TR_V_gene	425
ENSG00000252193	ENSG10010136694.1	chr20	43304555	43304679	scaRNA	125
ENSG00000234136	AC055764.1	chr3	197830685	197831296	lncRNA	473
ENSG00000143742	SRP9	chr1	225777813	225790468	protein_coding	2220
ENSG00000104237	RP1	chr8	54509422	54871720	protein_coding	15703
ENSG00000224832	LINC01689	chr21	24304546	24321377	lncRNA	2071
ENSG00000234418	RP11-560I19.1	chr7	122144405	122219277	lncRNA	1888
ENSG00000254343	RP11-760H22.2	chr8	120052180	120056201	lncRNA	752
ENSG00000278158	AP001059.6	chr21	44241847	44242081	lncRNA	235
ENSG00000259550	HNRNPA1P74	chr15	54320731	54321565	processed_pseudogene	835
ENSG00000258887	RP11-388E23.3	chr14	23817281	23827396	unprocessed_pseudogene	472
ENSG00000258314	CTD-2314B22.1	chr14	19024090	19055551	lncRNA	796
ENSG00000272940	CTA-384D8.33	chr22	50597152	50597599	lncRNA	448
ENSG00000287523	RP5-1055C4.1	chr7	24318094	24445128	lncRNA	1462
ENSG00000283051	LINC01668	chr21	42777819	42779994	lncRNA	513
ENSG00000236391	AC092573.2	chr2	173338219	173356208	transcribed_processed_pseudogene	457
